,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time,rc_src
5720,6837913,총각김치볶음밥,14466.0,9.0,503.0,볶음,일상,채소류,밥/죽/떡,쉽고 간단하게   빠르게 만들 수 있는 밥 한그릇 총각김치 볶음밥 배추김치를 넣어 만드는 김치볶음밥과는 다른 아삭한 총각무의 식감이 색다르다.,[재료] 밥 1공기| 총각김치 잘게자른것 1/2공기| 양파 작은것 1/2개| 대파 잘게썰은것 2~3스푼| 계란 1알| 김가루 1줌 [양념] 들기름 2~3스푼| 참기름 1/2스푼| 고추장 1/2스푼| 설탕| 후추,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/10/3ac7accf78e5e16082636c9abe591a8a1_m.jpg
5728,6838014,삼겹살덮밥,32069.0,37.0,1316.0,볶음,일상,돼지고기,밥/죽/떡,자취생의 간단한끼로 좋은 고추장 삼겹살 덮밥 만들기,[재료] 삼겹살 200g| 깻잎 [양념] 설탕 1/2큰술| 간장 1큰술| 고춧가루 1큰술| 다진마늘 1/2큰술| 고추장 1큰술| 매실액 1큰술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/6ee5cf99a14b84f07a67ef0ea0d3c9e81_m.jpg
5751,6838153,닭갈비덮밥,44190.0,97.0,2257.0,볶음,일상,닭고기,밥/죽/떡,자취생의 간단요리 닭가슴살로 만든 닭갈비 덮밥,[재료] 닭가슴살 1개| 양배추| 파| 깻잎 [양념] 간장 1| 맛술 1| 다진마늘 1| 고추장 1| 설탕 1| 고춧가루 1,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/16/1819f1907e77b69ba4d9e4607bb798cf1_m.jpg
5826,6838591,달걀볶음밥,11875.0,31.0,442.0,볶음,초스피드,달걀/유제품,밥/죽/떡,정말 아무것도 하기 싫을 때  한 끼 때우기 좋은 레시피 소개합니다~ 제가 자주해먹는데  파랑 고춧가루가 들어가서 느끼하지 않고 맛있습니다! ,[재료] 달걀 1개| 파 1/2대| 버섯(생략가능) 조금 [양념] 고춧가루 0.5T| 소금 두 꼬집| 참기름 조금,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/23/09ad03df5f567c9c039c7ebc3681d5371_m.jpg
5827,6838594,브리또,15127.0,36.0,823.0,볶음,다이어트,닭고기,빵,집에 있는 재료로 만드는 간단한 브리또입니다. 먹기도 간편하고 만들기도 쉬워요.,[재료] 또띠아 1장| 닭가슴살소세지 1개| 현미밥 7-80g| 버섯 파프리카 1/4| 양파 1/4| 치즈 1장 [양념] 토마토소스(98%) 3스푼,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/30/ac0a689af9fd92855dfcc4fcc0310ce81_m.jpg
5843,6838665,참치사과샌드위치,77966.0,28.0,3945.0,무침,간식,가공식품류,빵,비가 많이 내리는 아침이네요~ ? 기온이 더 내려가면 눈이 올지도 모르는데 아무래도 오늘은 비가 계속 내릴 것 같고 아무래도 첫눈 소식은 조금 기다려야 할지도 모르겠네요~ ? 간편하고 맛있는 샌드위치를 만들어봤어요 요즘 우리집에 사과가 풍년이거든요 거기다 참치도 넉넉히 있어 같이 섞어봤더니 아삭하고 상큼하더라고요~ 브런치로 좋은 참치사과 샌드위치 만들기도 아주 쉽답니다!,[재료] 참치 1캔| 사과 1/2개| 양파 1/2개| 피망 1/2개| 식빵 ? ? [양념] 마요네즈 4큰술| 허니머스터드 1큰술| 후추,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/27/96d92459011591441b80610fddf463af1_m.jpg
5872,6838886,사과고구마그라탕,18062.0,21.0,1056.0,굽기,간식,과일류,양식,흔한 제철재료인 사과와 고구마에 그들과 잘 어울리는 계피와 꿀을 더해 겨울철에 잘 어울리는 따뜻한 요리  사과고구마그라탕을 만들어 보았어요,[재료] 고구마 2개| 사과 1/2개| 체다+모짜렐라치즈 1컵| 우유 3큰술내외| 마요네즈 1큰술내외| 꿀| 계피가루 약간씩| 소금| 파슬리가루 약간씩| 버터 1/2큰술,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/30/91b3fa1d61495410b2328ed2b24cf1281_m.jpg
5887,6839004,또띠아불고기치즈피자,18484.0,31.0,780.0,굽기,초스피드,소고기,빵,일반 피자도우와는 다르게 또띠아가 얇기 때문에 식어도 쫄깃쫄깃 고소하게 먹을 수 있는 5분만에 후딱 만드는 불고기 치즈 피자예요  ^_^  야채는 제가 넣은게 아니라도 집에 있는거 한두가지만 넣으셔도 돼요 ~ ,[재료] 또띠아 1개| 다진 소고기 1주먹| 양송이 버섯 2개| 양파 1/2개| 애호박 약간| 모짜렐라 치즈 적당히 [양념] 마늘가루(다진마늘) 1t| 간장 3t| 설탕 2t,초급,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/21/a6dbb238335a88f4dcc9716fb0f7ba301_m.jpg
5890,6839048,사과드레싱,77666.0,80.0,2972.0,기타,다이어트,과일류,양념/소스/잼,사과가 제철이라고 잔뜩 사놨더니ㅋㅋ 냉장고 가득 사과부자!! 사과를 이용해 드레싱도 만들어서 샐러드를 만들어먹었답니다~ 소개해드릴게요,[재료] 사과 1개| 양파 1/4개| 마요네즈 2숟갈| 레몬즙 1/2숟갈| 닭가슴살 1덩이| 샐러드야채 먹을만큼,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/02/3eab0575e1e06f7e498e26cd56c3832b1_m.jpg
5910,6839171,간장기름떡볶이,157238.0,106.0,10148.0,볶음,간식,쌀,밥/죽/떡,예전에 해피투게더 야간매점에서 나왔던 정웅인님의 웅떡웅떡을 만들어볼께요. ,[재료] 떡볶이떡 20개 [양념] 간장 1T| 꿀 2T| 검정 통깨 1T| 참기름 1/2T| 식용유 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/04/2a0ce6acf743cf8890061ae74efa6ac61_m.jpg
5916,6839268,허니버터러스크,36042.0,115.0,1711.0,굽기,간식,밀가루,과자,오븐없이도 러스크를 만들수 있어요~ 오븐 없는 제가 간단한 간식 만들어먹을 때 자주 이렇게 만든답니다! 달콤한 겨울 간식으로 제격인 러스크! 꿀과 버터를 곁들인 러스크 만들어보세요 :) ,[재료] 식빵(자투리 식빵도 가능) 2장 [양념] 황설탕 1T| 꿀 1/2T| 버터 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/06/78e010db7eac7f3e3ea1fb89ef19e9991_m.jpg
5920,6839341,햄브로콜리볶음밥,13470.0,35.0,547.0,볶음,초스피드,채소류,밥/죽/떡,브로콜리는 데쳐서 초고추장 찍어먹음 젤 만만한데~ 저흰 애들은 또 그렇게 안먹으니깐 여기저기 넣어 먹지요. 싱그러운 느낌이 좋은 브로콜리볶음밥. 좋아하는 재료랑 꺼려하는 재료랑 함께 넣어주면 잘먹으니깐~ 소세지 큼지막하게 넣어주니깐 완전 좋아하는 ㅋㅋ,[재료] 햄| 브로콜리| 계란 2 [양념] 간장| 통깨| 참기름,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/06/3e96491121d0e467918aff5cc8568b5a1_m.jpg
5922,6839363,계란덮밥,126649.0,126.0,9764.0,끓이기,초스피드,달걀/유제품,밥/죽/떡,중국엔 없고 일본에만 있는 중국풍일본요리인 텐신항을 만들었어요  계란덮밥에 소스를 뿌려내는 한그릇요리인데 이름에 비해 만드는 법은 초간단이라서 아침식사로도 추천할 만한 음식이랍니다,[재료] 밥 1공기| 물 200ml| 양조간장 1큰술| 스톡이나 굴소스 1/3큰술| 맛술 1큰술| 전분 1큰술| 식초 1큰술| 계란 2개| 크래미맛살 3~4개| 다진파 약간| 소금 약간| 식용유 약간,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/08/4c0e6eef4d85dde6b34a5d1228cd09961_m.jpg
5925,6839413,비빔밥,246844.0,37.0,11086.0,비빔,일상,채소류,밥/죽/떡,우리나라의 전통음식 비빔밥 레시피입니다!,[재료] 돼지고기 100g| 애호박 1/5개| 양파 1/2개| 당근 1/3개 [양념] 고추장 2T| 간장 2T| 설탕 1.5T| 깨소금 1t| 참기름 1t| 식초 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/08/0d2249438aac593752292c6380dbb5c41_m.jpg
5997,6840395,고추야채참치덮밥,26394.0,23.0,1076.0,볶음,일상,가공식품류,밥/죽/떡,집에 한두개쯤은 쟁여놓고 있을 참치캔  그냥 먹는것도 좋지만~ 더 푸짐하고 맛있게 먹기 위해서 만들어본 고추야채참치볶음입니다. 시작은 반찬이였으나 덮밥으로 먹어도 전혀 손색이 없을 비쥬얼과 맛!! 간단하게 만드는법 알려드릴께요^^,[재료] 참치 100gx2개| 감자 중간크기 1개| 양파 1개| 청양고추 5개| 당근| 깨 [양념] 고추장 2스푼| 굴소스 2스푼| 고춧가루 1/2스푼| 설탕 1스푼| 물 1컵,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/21/d12f1ebc510e5864d73e0a07b6909b0f1_m.jpg
6000,6840432,쌀떡꼬치,4147.0,11.0,154.0,튀김,간식,쌀,밥/죽/떡,밖은 춥고 외출하기는 싫고 간식은 먹고 싶을 때 엄마가 보내주신 택배 속 떡볶이 떡으로 떡꼬치 만들어 먹었어요. 쌀 떡이에요 ,[재료] 쌀떡볶이 떡 9개| 산적꼬지 3개 [양념] 고추장 1T| 올리고당 1T| 케찹 1T| 다진마늘 1/2T| 깨가루(검은깨) 1/3T| 통깨(참깨) 1/4T,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/21/e4d6f56b4642bd8715624ef62f00137d1_m.jpg
6006,6840578,콩나물볶음밥,13020.0,49.0,546.0,볶음,일상,채소류,밥/죽/떡,반찬 하기 싫은날 한그릇 요리로 해결해요. 몇번 만들어 먹었는데~~ 맛있어서 가끔씩 이용하고 있지요. 집밥백선생 콩나물 볶음밥 레시피 입니다.,[재료] 콩나물| 파| 당근| 밥| 김| 계란 [양념] 간장| 설탕| 고추장| 고춧가루| 간마늘| 맛술,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/23/0846f57a0f1d387e15f333ceb4147e681_m.jpg
6022,6840691,딸기식빵케이크,35902.0,136.0,1602.0,기타,간식,과일류,빵,노오븐 식빵케이크 만들기!! 만들기 너무너무 쉬운 딸기케이크에요  아이들과 함께 만들어 먹어도 재미있겠죠? ,[재료] 식빵 3장| 딸기 5개| 생크림 1/2통| 꿀이나 시럽 기호에따라 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/24/7324db2f15695da04e466d1be13b058b1_m.jpg
6043,6840860,콩나물곤약비빔면,33265.0,50.0,2086.0,비빔,다이어트,채소류,면/만두,다이어트에 좋은 실곤약으로 비빔면을 해먹었어요.,[재료] 실곤약 400g| 콩나물 한 줌| 깻잎 4장| 달걀 1개 [양념] 맛술 2큰술| 식초 2큰술| 올리고당 2큰술| 고추장 2큰술| 고춧가루 2작은술| 다진마늘 2작은술| 간장 2작은술| 참기름,중급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/7a7230f0ac5acf947c941cebccdff8341_m.jpg
6052,6840909,짬뽕,167425.0,114.0,7642.0,끓이기,일상,해물류,면/만두,각종 채소와 해물을 넣어 시원하면서도 푸짐한 집밥백선생표 짬뽕이예요. 고춧가루를 넣어 더욱 칼칼하고 쫄깃한 면발과 풍성한 건더기를 함께 한 입 먹으면 중국집에서 파는 딱! 그 맛이 재현된답니다. 든든한 한끼 식사로 최고에요. ,[재료] 오징어| 돼지고기 1 종이컵| 양배추 1 컵사발| 당근 1 종이컵| 호박 1 컵사발| 양파 1 컵사발| 청양 고추 1소주컵| 부추 1 종이컵| 파 [양념] 생강| 후추| 고춧가루| 간장| 소금,중급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/19/db415cb2b1409d1ba1c337d373e089ad1_m.jpg
6061,6841018,쫄면양념장,383923.0,495.0,20093.0,기타,일상,기타,양념/소스/잼,분식하면 생각나는 메뉴 중 베스트 손가락에 꼽히는 쫄면! 집에서 원하는만큼 야채를 풍성하게 넣어서 먹는 맛! 맛있게 즐기자구욧!,[재료] 쫄면| 양배추| 오이| 콩나물| 당근 [양념] 고추장 2T| 고추가루 1T| 양조식초 3T| 설탕 1T| 올리고당 1T| 간장 0.5T| 다진마늘 0.5T| 참기름 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/03/22144e9b758522aa37e01788f8f775421_m.jpg
6084,6841287,시리얼프렌치토스트,37397.0,19.0,1562.0,굽기,간식,밀가루,빵,후레이크를 식빵에 묻혀 튀겨 겉은 더욱 바삭하고 속은 촉촉한 후레이크 프렌치 토스트예요. 후레이크와 계란을 묻혀 더욱 담백하고 고소하답니다. 우유와 함께 먹으면 그야말로 꿀맛! 아이들 간식이나  아침식사대용으로 너무 좋아요. ,[재료] 식빵 1장| 달걀 1개| 우유 1큰술| 설탕 1큰술| 콘후레이크 약간,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/08/7fc405a104f1f587f22968a9ac35e93f1_m.jpg
6086,6841290,감자새우덮밥,58971.0,21.0,4663.0,볶음,초스피드,해물류,밥/죽/떡,이 레시피는 집에서 한그릇 뚝딱! 쉽게 만들 수 있는 일명 한그릇 요리에요. 만드는 방법도 간단하고 조리시간도 짧지만 그 맛은 기대이상이지요! 굴소스가 들어가 깊은 맛을 내주면서 감자의 부드러움  새우의 탱글탱글한 식감까지 - 손님용 요리로도 손색이 없을만큼 고급스러운 맛을 내주는 <감자 새우 덮밥>입니다 :),[재료] 칵테일 새우| 감자| 고추 또는 쪽파,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/08/c2b4d2a0e6543e8cd9c120cbcabed00d1_m.jpg
6088,6841295,소고기케첩덮밥,12891.0,25.0,646.0,볶음,일상,소고기,밥/죽/떡,국거리용 소고기가 남아 만들어본 소고기 케찹볶음   밥 위에 올리니 매력적인 덮밥으로 완성되었다. 계란후라이와 치즈가루로 고소함과 풍성함을 더해 폼나는 저녁메뉴가 된 소고기 케첩덮밥 레시피 :) ,[재료] 소고기(부위상관없음) 150g| 새송이버섯 1개| 당근 조금| 대파 1뿌리| 양파 1/4개| 청양고추 1~2개| 달걀 1개 [양념] 다진마늘 1스푼| 맛술 1스푼| 토마토 케첩 3스푼| 돈까스소스 1스푼| 버터 1스푼| 설탕(꿀) 약간| 식용유 적당량| 소금 약간| 후추 약간| 파마산치즈가루(생략가능) 약간| 물 100ml,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/08/729964d1fa9b2721d87d40bcffd115131_m.jpg
6094,6841354,베이컨로제파스타,78069.0,58.0,3340.0,볶음,손님접대,가공식품류,면/만두,어렵지않아요 집에서 쉽게 즐길 수 있는 로제파스타!,[재료] 파스타면| 베이컨| 브로콜리| 양파| 올리브유(또는 버터) 2T| 체다치즈 1장| 파마산가루 3T| 토마토소스 7T| 우유 1컵 [양념] 후추 약간| 마늘 6개| 소금 0.5T| 파슬리가루 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/10/f5521cfad89cddafecfa7b04b9db9d591_m.jpg
6107,6841467,양배추소고기덮밥,85516.0,76.0,5504.0,볶음,다이어트,소고기,밥/죽/떡,양배추가 듬뿍 들어가 다이어트에도 도움이 되는 착한 한그릇 요리를 소개해 드려요:) 식이섬유가 풍부해 날씬하게 해주면서도 맛도 놓치지 않았지요! 전분이 묻은 소고기와 부드러운 양배추에 굴소스가 흠뻑 배어들어 고급스런 중식요리 느낌이 난답니다 ! ,[재료] 소고기| 양배추| 쌀| 전분가루 [덮밥 소스] 굴소스 0.5숟갈| 간장 1숟갈| 다진마늘 0.3숟갈| 청주 3숟갈| 물 5숟갈| 들기름1 숟갈| 후추 약간| 설탕(올리고당) 조금,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/12/e10deb81b9c0a357b56a232c166a561c1_m.jpg
6113,6841525,명란볶음밥,55500.0,40.0,2765.0,볶음,일상,해물류,밥/죽/떡,백주부가 인기를 끌었던 계기 바로 이 명란젓요리였던거 같아요! 명란 볶음밥은 제가 자취하던 시절 정말 자주 해 먹었던 볶음밥이에요.요즘은 그때의 추억을 떠올리며 해 먹기도 한답니다. 조리과정도 5분? 암튼 10분 이상은 절대로 안 걸리니 점심에 후다닥 해 먹기 딱 좋아요. 한끼식사도 대충보다는 맛나게 해야 일에 능률도 더 오르는거 같아요^^,[재료] 밥 1.5공기| 명란젓갈 1.5큰술| 청양고추 1개| 송송 썬 대파 2큰술| 식용유 1큰술| 계란 2개 [양념] 참기름 1큰술| 김가루 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/13/a8acbf01a29658c30e80070ac940b90e1_m.jpg
6114,6841555,두부김치볶음밥,59105.0,26.0,2744.0,볶음,일상,채소류,밥/죽/떡,두부랑 김치 둘이 궁합이 참 좋잖아요. 고소한 두부를 넣어 만든 볶음밥 담백하고 깔끔하니 좋습니다. 오늘 소개해드릴 요리는 두부김치볶음밥입니다. 자극적이지 않고 기름도 많이 사용을 안해서 아침식사로도 좋을것같아요. 다이어트식단으로도 왠지~~괜찮을것 같아요.,[재료] 두부 1/2모| 김치 적당량| 달걀 2개| 밥 1공기 [양념] 통깨 약간| 참기름 약간| 간장 또는 소금 약간,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/06/129546800872d6ef1c3046a07f5624a61_m.jpg
6130,6841877,연어덮밥,90530.0,72.0,3379.0,비빔,영양식,해물류,밥/죽/떡,예전에 동네 돈부리에서 연어사케동을 먹었었는데 너무 맛없었다  고로 직접 한번 해보았는데요 결론은 good!!,[재료] 생연어 150g| 양파 1/2개| 다진마늘 1T| 와사비 적당히 [양념] 가쯔오장국 3T| 설탕 1T| 생수 5T| 식초 1/2T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/19/e41b6902374220d8f6f86972e247bdef1_m.jpg
6142,6841974,허니버터새우,34626.0,57.0,1709.0,볶음,초스피드,해물류,메인반찬,오늘 뭐 먹지에서 블로거의 레시피를 보고 따라했던 요리인데요 꿀이 들어가서가 아니라 허니가 만들어줘서 지어진 이름 '허니버터새우' 캔옥수수와 우유를 가지고 소스를 만드는데요 간단하면서 생각보다 고급스런 맛 때문에 너무 좋더라구요,[재료] 새우 10마리| 캔옥수수 4T| 우유 적당량 [양념] 버터 2큰술| 다진마늘 1큰술| 소금 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/22/a38f3e85f2ea4d1cb847c08ca2da60e41_m.jpg
6156,6842185,베이컨말이주먹밥,58783.0,47.0,2156.0,굽기,일상,가공식품류,밥/죽/떡,떡볶이에 곁들여먹을 베이컨말이주먹밥을 만들었어요 도시락메뉴로도 좋을것같은 메뉴네요 ^^,[재료] 베이컨 4줄| 체다치즈 3장| 밥 1그릇| 깨 1/2숟갈| 참기름 1/2숟갈,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/69be64a8dc73f8b066fdaf0eea4145c11_m.jpg
6160,6842198,굴소스대파달걀볶음밥,14962.0,21.0,554.0,볶음,초스피드,채소류,밥/죽/떡,만능요리양념인 굴소스~~ 이녀석만 있으면 진짜 중국집 볶음밥은 해먹고 말지 절대 사먹을 음식이 아닌것 같습니다,[재료] 굴소스 1숟가락| 찬밥 1공기| 대파 썬거 2숟가락| 계란 1개| 소금 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/27/41b24ab7227b419e9e241b5f973519b51_m.jpg
